Comment,Sentiment,Themes,Date,Score,Sentiment
"Give us a bit more please. Atom was quick & polite in rectifying a logging in problem when I called. Atom’s Face ID is slower & clumsier that Apple’s, but accounts present well when logged in, & making new investments is clear and straightforward. Atom’s product range is still too limited - a shorter notice or ‘no notice’ savings account is needed to make it a first choice for all cash investments.",0.06,"'savings account : savings account' , 'ease of use : atom is easy' , 'atom : range of products' , 'customer service : call centre' , 'ease of use : clear and easy' , 'authentication : face recognition' , 'register : identity' , 'app issues : problems with the app'",20/06/2018,4,0.06
"Excellent rates!. So easy to invest, rate very competitive",0.95,"'interest rates : very competitive' , 'interest rates : good interest rates'",20/06/2018,5,0.95
"Would have given 5* but for the fact…. Would have given 5* but for the fact they don't provide year end interest statements that are needed for the tax man. Yes I know I can get the interest paid month by month bu accessing my account(s) & adding it up myself BUT that's not what I xpect in this day & age.....especially as just about every other bank & building society DO provide a summary of all interest paid in the financial year. The fact that interest is now paid gross...the excuse given my Atom,  is simply immaterial to this argument I'm afraid",-0.42,"'customer activity : access my account' , 'interest rates : interest paid'",20/06/2018,4,-0.42
"Poor app.. Could not get the app to load on my husbands ipad, so couldn’t register him for a new account.
Couldn’t access my own accounts on my iPad as face recognition wouldn’t work. Kept trying again, but no success. Waited far too long for a telephone response. Finally got to speak to someone who couldn’t get me logged on either so said 5hey would send an email with an activation code. Email could take 15 minutes to get to me! I gave it 5 hours - no email. Back on the phone. Finally got access. By this time, the funds I wanted to invest we’re safely banked elsewhere. No more app banking for me.",-0.62,"'customer activity : access my account' , 'use the app : banking apps' , 'customer service : call centre' , 'authentication : face recognition' , 'device : ipad' , 'app quality : no app' , 'app quality : poor app' , 'register : register' , 'overall experience : waiting'",20/06/2018,2,-0.62
No problems so far.Would have given 5*…. No problems so far.Would have given 5* but nobody's perfect.,0.3,'other',20/06/2018,4,0.3
"This is my second year with Atom. This is my second year with Atom, and my third Fixed Saver. A firm advocate as the signup process was smooth, security is reassuring, and statements are at my fingertips. Who needs branches! Look forward to new app features, and products in the future!!",0.45,"'atom : 1 year plus with atom' , 'savings account : fixed saver' , 'app issues : new app' , 'register : register'",20/06/2018,5,0.45
So easy to access on-line. So easy to access on-line. Great site to navigate.  Good security from biometrics as well as traditional login. Information presented clearly and - best of all - very competitive interest rates on savings.,0.84,"'ease of use : easy to access' , 'use the app : access the app' , 'authentication : biometrics' , 'interest rates : very competitive' , 'interest rates : competitive interest rates' , 'use the app : good security' , 'interest rates : savings rate' , 'website : navigate the site' , 'website : website'",20/06/2018,5,0.84
Couldn't be easier. Couldn't be easier,0.25,'other',20/06/2018,5,0.25
Easy to use with good rates. Easy to use with good rates,0.81,"'ease of use : easy to use' , 'interest rates : good interest rates'",20/06/2018,4,0.81
"If you get ahead,. If you get ahead,
You will stay ahead.",0.32,'other',20/06/2018,5,0.32
"1 year fixed rate just matured. 1 year fixed rate just matured, great customer service from Atom. Will be using again",0.38,"'customer service : service from atom' , 'customer service : great customer service' , 'savings account : year fixed rate'",20/06/2018,5,0.38
"Same difficulties as others when…. Same difficulties as others when setting up,  needing to create passwords etc from unexpected questions.   would be nice to have list of questions first - telling me how many letters, mixed, special character or how many numeric only passnumbers.  Once setup though much better than others simple obvious and almost 100% control over re-setting/changing password.",0.29,'other',20/06/2018,5,0.29
Extremely pleased. Had a one year account with atom. Everything ran smoothly and I reinvested and took my interest at the end of the year. I am now encouraging my family to use atom.,0.95,'other',21/06/2018,5,0.95
Excellent. Excellent  bank feel very safe,0.94,'atom : great bank',21/06/2018,5,0.94
really easy to set up account and…. really easy to set up account and interest rates competitive,0.62,"'ease of use : easy to set up an account' , 'interest rates : competitive interest rates'",21/06/2018,5,0.62
"Very easy to set up and manage. Very easy to set up and manage. 
Helpful advice if required.

Thank you",0.8,"'ease of use : easy to setup' , 'ease of use : easy to use'",21/06/2018,5,0.8
Excellent for fixed term deposits. I started using Atom Bank shortly after their launch because their fixed term deposits have excellent interest rates. I have had no issues with their app and can highly recommend them.,0.88,"'savings account : fixed term savings' , 'interest rates : good interest rates'",21/06/2018,5,0.88
Easy to use app with informative…. Easy to use app with informative information and  great offers on savings,0.93,"'ease of use : easy to use' , 'app design : informative' , 'use the app : use the app'",21/06/2018,5,0.93
Love atom. Fantastic rates. Quick and easy process.,0.98,"'ease of use : straightforward process' , 'interest rates : good interest rates'",23/06/2018,5,0.98
Great App easy to use great  rates it’s…. Great App easy to use great  rates it’s a no brainer !,0.99,"'app quality : app easy' , 'ease of use : easy to use' , 'interest rates : good interest rates' , 'app quality : great app'",23/06/2018,5,0.99
"The Best Interest rate I have seen. The Best Interest rate I have seen for a long long time! Easy to set up and view online.
I have a question, now that I have opened an account, 1 yr fixed, can I open another two  or three others ? I can not seem to find the answer anywhere.
Great Bank and looking forward to a long and fruitful use of thier Facitities.
Any news on when the Savings Account will be launched. I can not wait.
Thank you",-0.05,"'opening accounts : open an account' , 'savings account : savings account' , 'atom : great bank' , 'ease of use : easy to setup' , 'savings account : year fixed' , 'interest rates : interest rates'",24/06/2018,5,-0.05
