Comment,Sentiment,Themes,Date,Store,LEGACY - App Version,Score,Response contains,LEGACY - Device,LEGACY - Andriod OS Version,LEGACY - Topics,LEGACY - Custom Topics,Sentiment
So buggy I am repeatedly been unable to open an account. Their help person said I should switch to mobile data. I think they have a long way to go before this actually works,-0.49,"'account admin : opening an account' , 'customer support : help'",21/09/2016,Google Play,1.2.3,1,So buggy I am repeatedly been unable to open an account. Their help person said I should switch to mobile data. I think they have a long way to go before this actually works,,1,,,-0.49
"There's only one problem with this app, it doesn't work. Can't get get past the picture stage of the application. A waste of time.",-0.57,"'app functionality : doesn’t work' , 'app functionality : app fails' , 'app quality : waste of time'",05/11/2017,Google Play,1.8.1,1,"There's only one problem with this app, it doesn't work. Can't get get past the picture stage of the application. A waste of time.",,0,,,-0.57
"First time I've logged in in over a year. Still awful. Worst ever UI made for toddlers. FaceID still doesn't work on my device, image is rotated and stretched. BTW biometrics are a username and not a password, such terrible security. Still no products other than fixed rate savings and mortgage? Still no actual bank current account? There appears to have been no progress since I last looked. Guess I'll take a look in another year, that's if atom are still around.",-0.58,"'account admin : current account' , 'app functionality : ui' , 'interest rates : fixed rate' , 'interest rates : savings rates'",25/05/2019,Google Play,2.6.1,1,"First time I've logged in in over a year. Still awful. Worst ever UI made for toddlers. FaceID still doesn't work on my device, image is rotated and stretched. BTW biometrics are a username and not a password, such terrible security. Still no products other than fixed rate savings and mortgage? Still no actual bank current account? There appears to have been no progress since I last looked. Guess I'll take a look in another year, that's if atom are still around.",,2,,,-0.58
Have to keep reinstalling a joke,-0.92,'other',23/11/2018,Google Play,2.4.1,1,Have to keep reinstalling a joke,,0,,,-0.92
"Works fine for me on iPad, Sony Z3 & Moto G4. Vault exit OK now, but file names hardly help. Can't find any statements, do they exist? But overall simple to use, great interest paid monthly if you wish, FSCS protection, what's not to like so far.",-0.03,"'works well : works fine' , 'app functionality : easy to use' , 'interest rates : good rate of interest' , 'customer support : help' , 'interest rates : interest paid'",02/04/2017,Google Play,1.6,5,"Works fine for me on iPad, Sony Z3 & Moto G4. Vault exit OK now, but file names hardly help. Can't find any statements, do they exist? But overall simple to use, great interest paid monthly if you wish, FSCS protection, what's not to like so far.",,0,,,-0.03
"Disappointed. Really wanted this to work but after 15 mins trying to set up 
facial recognition I gave up. Then thought I would retry. Entered my data 
again but 'something has gone wrong'. No wonder it has a 2.8 out of 5 
rating.",-0.37,"'app functionality : app set up' , 'authentication : face recognition' , 'app quality : annoying'",22/06/2018,Google Play,2.2.4,2,"Disappointed. Really wanted this to work but after 15 mins trying to set up 
facial recognition I gave up. Then thought I would retry. Entered my data 
again but 'something has gone wrong'. No wonder it has a 2.8 out of 5 
rating.",,2,,,-0.37
"Just seems to give pointless information.  No information on saving rates, or open an account.",-0.82,"'account admin : opening an account' , 'interest rates : savings rates'",01/12/2016,Google Play,1.3.2,1,"Just seems to give pointless information.  No information on saving rates, or open an account.",,3,,,-0.82
Seems pretty good to me. Has always worked fine and very easy to use. Keep up the good work.,0.67,"'works well : works fine' , 'app functionality : easy to use' , 'works well : works great'",20/02/2019,Google Play,2.6,4,Seems pretty good to me. Has always worked fine and very easy to use. Keep up the good work.,,1,,,0.67
Slow enough without forcing unwanted updates on me at the most inconvenient times.,-0.74,"'app functionality : slow' , 'updates and versions : latest version'",24/10/2018,Google Play,2.3,1,Slow enough without forcing unwanted updates on me at the most inconvenient times.,,0,,,-0.74
"It was a simple task to download and install the app, and apart from being timed out and having to start again whenever I had to look something up (like my phone number) it was easy to create an empty account. There were a couple of times I wasn't sure and I had to contact Atom help, but they were only too pleased to walk me through the process. It was a good experience.",0.21,'customer support : help',12/12/2018,Google Play,2.4.1,4,"It was a simple task to download and install the app, and apart from being timed out and having to start again whenever I had to look something up (like my phone number) it was easy to create an empty account. There were a couple of times I wasn't sure and I had to contact Atom help, but they were only too pleased to walk me through the process. It was a good experience.",,1,,,0.21
"Tried to register but each time  get to the biometric picture stage, it tells me something went wrong😕... A call to the helpline suggests the issue is due to the tablet having only one camera (which swivels 180 degrees) ... I only bought the tablet (3 hours ago) to save with Atom .. I can't even do that now  !!  Let's hope there's a simple solution! I await a reply from their techies .. 16/05/17 Update.,. Installed the latest update and now I have zero access.. Not happy !!!!  6/9/17  Yet another release and despite assurances that the ""problem"" will be resolved... Guess what? It's not. I've uninstalled via the Google store our installer.. reinstalled and still no joy..  I'm now a little more than frustrated.",-0.22,"'authentication : problems logging in' , 'customer support : called helpline' , 'app quality : annoying' , 'customer support : problem was solved' , 'updates and versions : latest version'",06/09/2017,Google Play,1.5.2,2,"Tried to register but each time  get to the biometric picture stage, it tells me something went wrong😕... A call to the helpline suggests the issue is due to the tablet having only one camera (which swivels 180 degrees) ... I only bought the tablet (3 hours ago) to save with Atom .. I can't even do that now  !!  Let's hope there's a simple solution! I await a reply from their techies .. 16/05/17 Update.,. Installed the latest update and now I have zero access.. Not happy !!!!  6/9/17  Yet another release and despite assurances that the ""problem"" will be resolved... Guess what? It's not. I've uninstalled via the Google store our installer.. reinstalled and still no joy..  I'm now a little more than frustrated.",,3,,,-0.22
